year,Base case cost,Modeled residential ashp
2017,101622.931049,13065.9012691
2018,109438.315687,19913.9620823
2019,128690.785377,37769.1862469
2020,134244.728199,42678.2465185
2021,138255.909125,46223.6789368
2022,141341.432915,48950.9346432
2023,143501.299568,50860.0136377
2024,145044.061463,52223.6414909
2025,147203.928116,54132.7204854
2026,149672.347148,56314.5250506
2027,151832.2138,58223.604045
2028,153374.975695,59587.2318982
2029,155843.394727,61769.0364634
2030,157386.156622,63132.6643166
2031,159854.575654,65314.4688817
