year,Base case cost,Modeled non-residential ashp
2017,132536.392703,182621.544366
2018,143193.892703,192954.829363
2019,158469.642703,208057.270275
2020,165574.642703,214763.029072
2021,165981.952288,214733.066911
2022,169432.152288,217707.630416
2023,172192.312288,219984.836764
2024,174262.432288,221564.367232
2025,177022.592288,223867.822526
2026,174792.122665,221203.771078
2027,177135.722665,223105.241327
2028,179479.322665,225018.789759
2029,182157.722665,227289.391274
2030,178214.64225,222918.657062
2031,181460.34225,225800.241886
