year,Base case cost,Modeled non-residential ashp
2017,864461.720244,1270914.42532
2018,945433.020355,1343985.34177
2019,1056393.69088,1446338.64023
2020,1113373.49466,1496350.34797
2021,1149360.73915,1526082.78687
2022,1179350.10956,1550108.16162
2023,1197343.73181,1562593.52678
2024,1215337.35406,1575196.19249
2025,1233330.9763,1587913.40949
2026,1257322.47263,1606572.55564
2027,1278315.03192,1622425.91513
2028,1296308.65417,1635470.9275
2029,1317301.21346,1651535.15499
2030,1332295.89866,1661871.06183
2031,1356287.39499,1681051.42006
