year,Base case cost,Modeled residential ashp
2017,87612.0027924,137893.097022
2018,93918.0757934,141690.681462
2019,102417.56549,146809.164839
2020,101824.836495,144580.465043
2021,104445.504751,146110.486099
2022,106542.039356,147334.502944
2023,107852.373484,148099.513472
2024,103868.278428,143679.159536
2025,105118.061249,144383.618756
2026,106867.757198,145369.861665
2027,108117.540019,146074.320886
2028,103830.688427,141351.210415
2029,105257.766244,142123.899911
2030,100801.370992,137231.24578
2031,102155.78724,137931.273708
