year,Base case cost,Modeled residential ashp
2017,26802.6206035,53245.8356456
2018,32275.091766,56124.8909807
2019,36951.038469,57343.3734362
2020,39138.1748301,57687.1135359
2021,40721.9632295,57826.4439416
2022,41853.2406577,57814.7723255
2023,42682.844105,57705.5119533
2024,43361.6105619,57552.0815468
2025,44115.795514,57434.7282313
2026,45096.2359517,57406.8812634
2027,45925.839399,57334.2134679
2028,46604.6058559,57216.5179998
2029,47585.0462936,57214.5313062
2030,48112.9757601,57059.8253877
2031,49093.4161978,57074.0844933
