year,annotation,consumption,consumption residential,consumption non-residential
2003,,335124.0,130731.0,204393.0
2004,,295269.0,130944.0,164325.0
2005,,319060.0,121855.0,197205.0
2006,,317352.0,130488.0,186864.0
2007,,332173.0,137140.0,195033.0
2008,,375739.0,145958.0,229781.0
2009,,371866.0,143220.0,228646.0
2010,,420529.0,148872.0,271657.0
2011,,393489.0,163194.0,230295.0
2012,,376613.0,164212.0,212401.0
2013,,422061.0,162213.0,259848.0
2014,,422970.0,163742.0,259228.0
2015,,401513.0,145631.0,255882.0
2016,start of forecast,410167.0,151848.0,258319.0
2017,,409909.0,151589.0,258319.0
2018,,409584.0,151265.0,258319.0
2019,,409353.0,151034.0,258319.0
2020,,409121.0,150801.0,258319.0
2021,,408914.0,150595.0,258319.0
2022,,408675.0,150355.0,258319.0
2023,,408524.0,150205.0,258319.0
2024,,408353.0,150033.0,258319.0
2025,,408217.0,149898.0,258319.0
2026,,408059.0,149739.0,258319.0
2027,,407925.0,149605.0,258319.0
2028,,407745.0,149426.0,258319.0
2029,,407610.0,149291.0,258319.0
2030,,407418.0,149098.0,258319.0
2031,,407260.0,148940.0,258319.0
2032,,407090.0,148771.0,258319.0
2033,,406916.0,148596.0,258319.0
2034,,406726.0,148407.0,258319.0
2035,,406453.0,148133.0,258319.0
2036,,406262.0,147942.0,258319.0
2037,,406058.0,147739.0,258319.0
2038,,405833.0,147513.0,258319.0
2039,,405527.0,147208.0,258319.0
2040,,405224.0,146905.0,258319.0
