year,Base case cost,Modeled residential ashp
2017,494636.229087,847897.950123
2018,531935.426018,865655.106698
2019,589563.074353,898855.339105
2020,618085.121537,912362.417108
2021,640549.612184,922490.495002
2022,658942.345026,930380.472688
2023,674231.179344,936576.031722
2024,688564.674423,942381.000599
2025,719616.623144,964624.522462
2026,737955.459811,973451.097078
2027,754133.21715,981092.0802
2028,769280.514995,988254.309921
2029,795102.711519,1005378.1643
2030,808164.050291,1011548.70325
2031,827604.650703,1022117.39211
