year,Base case cost,Modeled non-residential ashp
2017,546417.721577,678968.000205
2018,580567.747131,705958.320515
2019,628377.782908,744787.649772
2020,651144.466612,762074.327805
2021,667081.145204,773525.413309
2022,678464.487056,781103.163527
2023,686432.826352,785788.09222
2024,693262.831463,789542.51641
2025,701231.170759,794328.781956
2026,711476.178426,801127.489134
2027,719444.517722,806010.397038
2028,726274.522833,809958.160304
2029,735381.196314,815915.007272
2030,739934.533055,817989.228258
2031,750179.540721,825015.74468
