year,annotation,consumption,consumption residential,consumption non-residential
2003,,534671.0,239964.0,294707.0
2004,,506743.0,239906.0,266837.0
2005,,506279.0,254367.0,251912.0
2006,,500402.0,245807.0,254595.0
2007,,493399.0,252654.0,240745.0
2008,,516519.0,258943.0,257576.0
2009,,490211.0,251909.0,238302.0
2010,,498521.0,258898.0,239623.0
2011,,471527.0,235387.0,236140.0
2012,,446906.0,240915.0,205991.0
2013,,435486.0,220837.0,214649.0
2014,start of forecast,462265.0,243339.0,218927.0
2015,,462027.0,243100.0,218927.0
2016,,461869.0,242942.0,218927.0
2017,,461709.0,242782.0,218927.0
2018,,461582.0,242656.0,218927.0
2019,,461494.0,242567.0,218927.0
2020,,461409.0,242483.0,218927.0
2021,,461315.0,242388.0,218927.0
2022,,461223.0,242297.0,218927.0
2023,,461065.0,242138.0,218927.0
2024,,460940.0,242013.0,218927.0
2025,,460848.0,241921.0,218927.0
2026,,460799.0,241872.0,218927.0
2027,,460732.0,241806.0,218927.0
2028,,460652.0,241725.0,218927.0
2029,,460757.0,241831.0,218927.0
2030,,460815.0,241888.0,218927.0
2031,,460823.0,241897.0,218927.0
2032,,460702.0,241776.0,218927.0
2033,,460551.0,241624.0,218927.0
2034,,460411.0,241485.0,218927.0
2035,,460314.0,241388.0,218927.0
2036,,460280.0,241353.0,218927.0
2037,,460298.0,241372.0,218927.0
2038,,460306.0,241379.0,218927.0
2039,,460265.0,241338.0,218927.0
2040,,460192.0,241265.0,218927.0
