year,Base case cost,Modeled non-residential ashp
2017,21328.5593582,65017.4686782
2018,23305.8043509,65690.4405631
2019,26073.9473406,66880.6492091
2020,27429.7724785,67185.1456884
2021,28333.6559037,67215.0173276
2022,29068.0611867,67149.7812525
2023,29520.0028993,66917.2082016
2024,29915.4518978,66660.8646539
2025,30423.8863245,66488.3592344
2026,30988.8134653,66363.448054
2027,31497.247892,66213.9289241
2028,31892.6968905,66003.5708498
2029,32457.6240312,65911.9379484
2030,32796.5803157,65687.0227211
2031,33418.0001705,65652.2605115
