year,Base case cost,Modeled non-residential ashp
2017,75388.8839287,62031.4919856
2018,80182.9736661,66786.8731222
2019,86774.847055,73325.522185
2020,82678.9787187,69205.4609733
2021,84555.4995445,71065.5306438
2022,85990.4860585,72487.9368625
2023,86983.9382604,73472.6796293
2024,87756.6233063,74238.5906701
2025,88750.0755083,75223.3334368
2026,89964.2948662,76426.9079296
2027,90957.7470681,77411.6506963
2028,91730.4321141,78177.5617371
2029,92834.267894,79271.7203669
2030,93496.569362,79928.2155447
2031,94710.7887199,81131.7900374
