year,Base case cost,Modeled non-residential ashp
2017,166438.516818,166666.083082
2018,177023.230759,178336.240201
2019,191430.202511,194220.620724
2020,197898.638808,201352.383408
2021,202308.936284,206214.948874
2022,205543.154432,209780.830216
2023,207895.313086,212374.198465
2024,209659.432076,214319.224651
2025,212011.590729,216912.5929
2026,214657.769214,219830.132179
2027,216715.908036,222099.329397
2028,218774.046858,224368.526614
2029,221126.205511,226961.894863
2030,222596.30467,228582.750018
2031,225536.502987,231824.460329
