year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,5794.44,0.0,0.0
2004,,5794.44,0.0,0.0
2005,,5794.44,0.0,0.0
2006,,5794.44,304813.0,304813.0
2007,,5794.44,294994.0,294994.0
2008,,5794.44,322201.0,322201.0
2009,,5794.44,344365.0,344365.0
2010,,5794.44,364931.0,364931.0
2011,,5794.44,408660.0,408660.0
2012,,5794.44,434984.0,434984.0
2013,,5794.44,453062.0,453062.0
2014,start of forecast,5794.44,407000.0,407000.0
2015,,5794.44,407000.0,407000.0
2016,,5794.44,408000.0,408000.0
2017,,5794.44,409000.0,409000.0
2018,,5794.44,410000.0,410000.0
2019,,5794.44,410000.0,410000.0
2020,,5794.44,411000.0,411000.0
2021,,5794.44,412000.0,412000.0
2022,,5794.44,412000.0,412000.0
2023,,5794.44,412000.0,412000.0
2024,,5794.44,412000.0,412000.0
2025,,5794.44,413000.0,413000.0
2026,,5794.44,414000.0,414000.0
2027,,5794.44,415000.0,415000.0
2028,,5794.44,416000.0,416000.0
2029,,5794.44,417000.0,417000.0
2030,,5794.44,418000.0,418000.0
2031,,5794.44,419000.0,419000.0
2032,,5794.44,420000.0,420000.0
2033,,5794.44,422000.0,422000.0
2034,,5794.44,423000.0,423000.0
2035,,5794.44,424000.0,424000.0
2036,,5794.44,424000.0,424000.0
2037,,5794.44,425000.0,425000.0
2038,,5794.44,426000.0,426000.0
2039,,5794.44,427000.0,427000.0
2040,,5794.44,428000.0,428000.0
