year,Base case cost,Modeled residential ashp
2017,282537.29764,355529.657972
2018,304870.86764,376020.146993
2019,335660.538432,404774.474761
2020,350147.418432,417682.39713
2021,360414.929225,426509.911097
2022,367664.580017,432426.192292
2023,373097.340017,436599.891778
2024,380873.269983,443174.604755
2025,385754.160775,446863.996233
2026,392456.790775,452352.570618
2027,397337.951567,456091.559643
2028,401609.92236,459260.996304
2029,407703.42236,464227.691932
2030,415193.972326,470677.485143
2031,421344.272326,475745.84392
