year,Base case cost,Modeled non-residential ashp
2017,282537.29764,335625.533541
2018,304870.86764,356703.074569
2019,335660.538432,386054.294218
2020,350147.418432,399504.158654
2021,360414.929225,408850.69458
2022,367664.580017,415266.529027
2023,373097.340017,419923.757975
2024,380873.269983,426967.827889
2025,385754.160775,431117.423483
2026,392456.790775,437060.475513
2027,397337.951567,441238.937652
2028,401609.92236,444836.257581
2029,407703.42236,450225.830328
2030,415193.972326,457082.61224
2031,421344.272326,462554.993399
