year,Base case cost,Modeled non-residential ashp
2017,4392174.27153,5335097.48399
2018,4803574.86076,5680151.84183
2019,5367346.0386,6160369.16897
2020,5656850.15695,6398510.20741
2021,5839694.86327,6542762.02566
2022,5992065.45188,6660477.14482
2023,6083487.80504,6724701.06965
2024,6174910.1582,6789314.31148
2025,6266332.51137,6854307.74564
2026,6388228.98225,6946617.38879
2027,6494888.39427,7025817.14799
2028,6586310.74744,7091898.52521
2029,6692970.15946,7171798.14899
2030,6769155.45376,7225090.52406
2031,6891051.92464,7319130.05453
