year,Base case cost,Modeled residential ashp
2017,7188760.52679,11779708.6218
2018,7837676.6962,12128213.0731
2019,8716596.63803,12634939.0825
2020,9136402.89858,12818283.5882
2021,9394589.51616,12894141.701
2022,9578762.60247,12913001.0358
2023,9655290.16424,12856004.7001
2024,9714022.16739,12783299.7917
2025,9762228.9473,12702107.7319
2026,9846533.22134,12644177.0804
2027,9920090.6255,12584856.4116
2028,9959230.21774,12500429.2287
2029,9950305.19089,12362377.8467
2030,9891425.06145,12191007.9245
2031,9911827.35767,12078448.5878
