year,Base case cost,Modeled non-residential ashp
2017,42865.0123242,102568.796423
2018,47872.3402641,95046.289012
2019,54548.7775172,85602.9315531
2020,57886.9961438,80115.9884521
2021,60112.4752282,75972.0586477
2022,61967.0411318,72299.4411077
2023,63079.780674,69532.7144936
2024,64007.0636258,67017.9274094
2025,65305.2597584,64101.1479545
2026,66788.9124813,60999.3026296
2027,67901.6520235,58364.7560004
2028,69014.3915657,55761.341031
2029,70312.5876983,52970.6183253
2030,71054.4140597,50862.7148127
2031,72538.0667826,47912.9654013
