year,Base case cost,Modeled non-residential ashp
2017,1146712.63092,1313265.58715
2018,1287594.83614,1445089.98441
2019,1476198.81875,1622141.74212
2020,1570402.34401,1709698.45021
2021,1641544.34526,1775628.69156
2022,1691053.14919,1820897.12078
2023,1731622.93577,1857734.27177
2024,1767227.6357,1890113.01638
2025,1803589.36228,1923060.59121
2026,1849335.56622,1964972.15624
2027,1890307.22747,2002612.82892
2028,1922564.9667,2031810.98601
2029,1964451.85802,2069983.63756
2030,1992234.84666,2095015.77672
2031,2043450.01924,2142592.34601
