year,Base case cost,Modeled transmission and interties
2021,678039.961096,1495491.01543
2022,701938.834344,1519470.89868
2023,721893.603595,1530942.74778
2024,737408.532022,1544946.86697
2025,755425.978092,1558344.09982
2026,777685.787403,1581155.32531
2027,796190.798815,1599511.56465
2028,813120.075308,1612151.90877
2029,832952.272267,1628625.88941
2030,845534.99907,1636274.64856
2031,868874.125514,1661399.91116
2032,895103.234237,1690267.66037
2033,922731.029012,1721048.45385
2034,953244.720322,1751545.84573
2035,974984.959304,1775388.97112
2036,1005591.26079,1806305.78487
2037,1027556.21564,1830776.65243
2038,1059730.08056,1868039.84738
2039,1088823.29519,1897508.58993
2040,1126727.41479,1942147.22383
