year,Base case cost,Modeled non-residential ashp
2017,11006.1373302,10569.1882142
2018,12056.1373302,11304.1882142
2019,13496.1373302,12312.1882142
2020,14216.1373302,12816.1882142
2021,14696.1373302,13152.1882142
2022,15056.1373302,13404.1882142
2023,15326.1373302,13593.1882142
2024,15536.1373302,13740.1882142
2025,15776.1373302,13908.1882142
2026,16106.1373302,14139.1882142
2027,16376.1373302,14328.1882142
2028,16586.1373302,14475.1882142
2029,16886.1373302,14685.1882142
2030,17036.1373302,14790.1882142
2031,17366.1373302,15021.1882142
