year,Base case cost,Modeled residential ashp
2017,245101.195816,203441.670144
2018,268484.172776,204513.384802
2019,300552.255463,206944.302867
2020,310321.044573,200761.702931
2021,320798.862698,199885.892669
2022,322021.774211,192079.983999
2023,327796.554098,190581.587344
2024,332288.049566,188986.414512
2025,330468.421006,180561.680349
2026,337381.049659,179213.767707
2027,335819.642038,170574.847187
2028,340126.037582,168985.65221
2029,338836.072322,160141.342083
2030,341845.962024,158480.432416
2031,348467.719367,157066.793248
