year,Base case cost,Modeled non-residential ashp
2017,22122.1591036,96782.1029485
2018,23784.1373571,97193.3828677
2019,26213.1824969,98296.0412406
2020,27363.7828262,98310.4708703
2021,28130.8497125,98014.4465771
2022,28770.0721177,97629.8064931
2023,29153.6055608,97044.8316332
2024,29537.1390039,96481.3851148
2025,29920.6724471,95938.9624224
2026,30432.0503712,95528.2607862
2027,30879.5060549,95082.0140431
2028,31199.1172575,94544.1572667
2029,31710.4951816,94192.2065231
2030,31966.1841437,93636.5487445
2031,32477.5620679,93321.5061551
