year,Base case cost,Modeled residential ashp
2017,40017.907511,379390.846852
2018,43024.3451613,375642.567633
2019,47418.3694194,373002.333588
2020,50506.344328,369884.480122
2021,51922.1480027,365433.602308
2022,53101.9843983,360943.940386
2023,54882.3210551,357318.417476
2024,55604.3314259,352756.384691
2025,56326.3417967,348313.313557
2026,58408.4855553,345277.100361
2027,59267.2909436,341165.723924
2028,61028.4036949,338136.895337
2029,62028.7069452,334351.278895
2030,62528.8585703,330310.067918
2031,64723.8705964,327928.002112
