year,Base case cost,Modeled non-residential ashp
2017,907770.014656,1014048.16768
2018,1001325.91255,1106426.78347
2019,1118485.6035,1222001.67158
2020,1202049.04658,1304795.35329
2021,1293312.48437,1395515.4301
2022,1363592.35825,1465387.78325
2023,1427952.93287,1529476.67738
2024,1490776.66857,1592074.01267
2025,1557144.04305,1658169.70667
2026,1644475.12952,1745183.83257
2027,1713198.31254,1813635.33511
2028,1780006.56393,1880217.18609
2029,1871467.58636,1971361.24795
2030,1937175.25967,2036887.80094
2031,2013339.345,2112734.9257
