year,Base case cost,Modeled residential ashp
2017,907770.014656,1127099.86897
2018,1001325.91255,1211072.66446
2019,1118485.6035,1315332.02525
2020,1202049.04658,1392629.59368
2021,1293312.48437,1479470.06113
2022,1363592.35825,1546432.70726
2023,1427952.93287,1608581.7967
2024,1490776.66857,1669562.6281
2025,1557144.04305,1733718.51741
2026,1644475.12952,1818469.53784
2027,1713198.31254,1884981.2357
2028,1780006.56393,1949946.58278
2029,1871467.58636,2038827.53917
2030,1937175.25967,2103060.88904
2031,2013339.345,2176644.90834
