year,Base case cost,Modeled residential ashp
2017,2329225.51062,2971642.08297
2018,2494295.34087,3106711.14402
2019,2714506.59785,3291737.01071
2020,2836791.32266,3390187.17623
2021,2930962.00359,3464514.05606
2022,3015351.06695,3530591.86385
2023,3087232.95704,3586300.55604
2024,3150900.88573,3634700.8941
2025,3218678.20008,3687496.65006
2026,3301493.5118,3753771.60044
2027,3376937.69874,3814173.6283
2028,3447263.8778,3870336.74698
2029,3524544.90021,3933102.14324
2030,3593954.03844,3989475.12381
2031,3685532.32496,4065814.50431
