year,Base case cost,Modeled transmission and interties
2021,810115.930272,1857080.14294
2022,856926.934452,1898543.34164
2023,896976.549084,1929000.00296
2024,935862.654769,1961691.91887
2025,975515.550104,1999127.1065
2026,1025480.02263,2041828.72642
2027,1070504.55836,2078842.36129
2028,1113804.26509,2117741.5571
2029,1161954.34122,2166471.91601
2030,1204666.74558,2201318.30417
2031,1262302.79379,2253698.10699
2032,1318046.95351,2308075.51246
2033,1375262.76628,2368645.60652
2034,1438235.13648,2427685.38859
2035,1491874.75261,2480286.35623
2036,1558909.11982,2544222.3708
2037,1612176.28643,2601345.83709
2038,1683334.61453,2675031.30896
2039,1748027.28634,2736552.81776
2040,1827580.07264,2820313.63421
