year,Base case cost,Modeled non-residential ashp
2017,925711.418371,971564.328168
2018,979033.940232,1018807.83908
2019,1053685.47084,1084948.75437
2020,1087811.88483,1115184.60135
2021,1111273.79445,1135971.74616
2022,1130469.90232,1152979.41009
2023,1141134.40669,1162428.11227
2024,1151798.91106,1171876.81445
2025,1164596.31631,1183215.25707
2026,1179526.62243,1196443.44013
2027,1192324.02768,1207781.88275
2028,1202988.53205,1217230.58493
2029,1215785.9373,1228569.02755
2030,1224317.54079,1236127.9893
2031,1239247.84691,1249356.17236
