year,Base case cost,Modeled residential ashp
2017,695145.470123,485972.656096
2018,747861.340907,524983.445403
2019,811706.291555,569641.281982
2020,852078.109116,601241.847397
2021,877648.854726,620782.357156
2022,907444.117678,645643.790777
2023,930777.510431,666236.167233
2024,946931.570831,679649.211338
2025,972529.313348,701957.7343
2026,1000267.15159,725858.149728
2027,1026555.19434,748856.972919
2028,1051310.60556,770871.367847
2029,1070364.09193,786635.634668
2030,1093724.93168,807803.661378
2031,1123105.68447,833346.99135
