year,Base case cost,Modeled non-residential ashp
2017,434434.668914,571676.574437
2018,462684.468762,602719.289242
2019,501529.02861,646080.242309
2020,520053.308154,665932.653146
2021,532414.188154,678677.433
2022,542120.168002,688383.427477
2023,548275.697393,694013.909313
2024,553572.917393,698681.098165
2025,560635.877393,705429.141906
2026,568581.707393,713234.053201
2027,574761.797393,719025.506054
2028,580052.447241,723819.338061
2029,587998.187241,731720.561704
2030,592405.777089,735553.039744
2031,600351.427089,743514.73475
