year,Base case cost,Modeled non-residential ashp
2017,24562.3044601,26286.9999474
2018,27370.823918,27583.4536637
2019,31323.555007,29408.0922273
2020,33195.9013123,30272.3947049
2021,29745.5302068,26093.991946
2022,30551.5636889,26396.0035142
2023,31178.4786194,26630.9014006
2024,36836.5746837,31952.9828556
2025,37460.6901188,32241.0836814
2026,38292.8440322,32625.2181159
2027,39020.9787065,32961.335746
2028,39541.0749024,33201.4197675
2029,51597.9871457,44810.3125318
2030,63632.0409392,56564.3541509
2031,70727.2723703,63211.5661029
