year,annotation,consumption,consumption residential,consumption non-residential
2003,,379330.0,153839.0,225491.0
2004,,383449.0,138371.0,245078.0
2005,,403454.0,141208.0,262246.0
2006,,397322.0,148190.0,249132.0
2007,,415853.0,147974.0,267879.0
2008,,383598.0,150549.0,233049.0
2009,,369079.0,135785.0,233294.0
2010,,420056.0,139527.0,280529.0
2011,,404280.0,137889.0,266391.0
2012,,413839.0,133422.0,280417.0
2013,,404650.0,125348.0,279302.0
2014,,371858.0,141329.0,230529.0
2015,,352697.0,129899.0,222798.0
2016,start of forecast,380682.0,136472.0,244210.0
2017,,380794.0,136584.0,244210.0
2018,,380860.0,136650.0,244210.0
2019,,380840.0,136631.0,244210.0
2020,,380885.0,136675.0,244210.0
2021,,380935.0,136725.0,244210.0
2022,,380930.0,136721.0,244210.0
2023,,380884.0,136675.0,244210.0
2024,,380851.0,136641.0,244210.0
2025,,380809.0,136600.0,244210.0
2026,,380755.0,136546.0,244210.0
2027,,380679.0,136470.0,244210.0
2028,,380627.0,136417.0,244210.0
2029,,380438.0,136229.0,244210.0
2030,,380243.0,136034.0,244210.0
2031,,380098.0,135888.0,244210.0
2032,,380044.0,135834.0,244210.0
2033,,380020.0,135811.0,244210.0
2034,,379978.0,135768.0,244210.0
2035,,379911.0,135701.0,244210.0
2036,,379808.0,135599.0,244210.0
2037,,379674.0,135464.0,244210.0
2038,,379528.0,135318.0,244210.0
2039,,379416.0,135207.0,244210.0
2040,,379313.0,135103.0,244210.0
