year,Base case cost,Modeled residential ashp
2017,178980.841868,240040.010143
2018,190473.353859,252090.075267
2019,217563.693241,279897.268677
2020,224872.906883,287541.014199
2021,230093.77377,293000.832429
2022,233574.351695,296640.711249
2023,236358.814035,299552.614305
2024,238447.160789,301736.541597
2025,240883.565337,304284.456771
2026,244016.085469,307560.347709
2027,260401.868035,324057.640902
2028,262608.416632,326359.770036
2029,265550.481428,329429.275548
2030,267389.271926,331347.716493
2031,270331.336722,334417.222006
