year,Base case cost,Modeled non-residential ashp
2017,430273.300179,473332.473823
2018,491079.428726,530577.816298
2019,567970.269493,602596.00244
2020,612990.073852,645366.88928
2021,643118.160445,673901.99263
2022,666509.66363,696169.037056
2023,685867.354626,714683.383982
2024,702535.837496,730695.932575
2025,728973.462719,756290.213729
2026,752173.224694,778459.221841
2027,771108.601909,796644.959883
2028,790260.988603,815047.707404
2029,812726.485673,836576.155507
2030,827655.176884,851036.322235
2031,852170.55882,874520.950309
