year,Base case cost,Modeled residential ashp
2017,430273.300179,560336.187663
2018,491079.428726,620934.791501
2019,567970.269493,697541.651088
2020,612990.073852,742430.387211
2021,643118.160445,772465.633802
2022,666509.66363,795791.602869
2023,685867.354626,815100.143276
2024,702535.837496,831730.39791
2025,728973.462719,858118.872544
2026,752173.224694,881258.561577
2027,771108.601909,900150.24938
2028,790260.988603,919258.946662
2029,812726.485673,941669.831966
2030,827655.176884,956571.217294
2031,852170.55882,981026.526289
