year,Base case cost,Modeled non-residential ashp
2017,9622972.5016,10056222.3751
2018,10506670.5033,10808310.8862
2019,11710170.8779,11838481.3676
2020,12305404.0107,12336642.0045
2021,12676304.7175,12640365.7747
2022,12963005.0758,12868706.1979
2023,13110450.4866,12975027.2363
2024,13245060.2036,13068883.8617
2025,13372027.2031,13155460.3485
2026,13555818.1681,13290787.1965
2027,13716493.1601,13407557.6962
2028,13836926.5323,13488638.097
2029,13937967.5651,13546442.0792
2030,13972185.6978,13546172.8817
2031,14109773.4272,13636946.2397
