year,Base case cost,Modeled residential ashp
2017,9622972.5016,12249460.7935
2018,10506670.5033,12588066.4424
2019,11710170.8779,13082332.9102
2020,12305404.0107,13270024.1102
2021,12676304.7175,13351996.7309
2022,12963005.0758,13385138.679
2023,13110450.4866,13347623.9061
2024,13245060.2036,13299268.6132
2025,13372027.2031,13245219.0154
2026,13555818.1681,13216618.5458
2027,13716493.1601,13183399.0452
2028,13836926.5323,13128391.3178
2029,13937967.5651,13039124.5291
2030,13972185.6978,12918042.9628
2031,14109773.4272,12852104.5947
