year,Base case cost,Modeled non-residential ashp
2017,1171463.3046,1218238.30424
2018,1294332.04567,1322165.5371
2019,1457214.22676,1460604.5327
2020,1540357.82889,1529981.90144
2021,1592859.79156,1572697.44268
2022,1632262.13425,1603501.704
2023,1662793.99745,1627180.07453
2024,1684595.34065,1643312.90894
2025,1710555.6744,1662556.31194
2026,1740685.78923,1685477.43932
2027,1771030.9951,1709235.95002
2028,1792219.24152,1724458.28548
2029,1817597.08634,1743373.63747
2030,1834198.65117,1754688.52931
2031,1863544.79866,1777132.68592
