year,Base case cost,Modeled residential ashp
2017,1171463.3046,1252509.15528
2018,1294332.04567,1338553.16116
2019,1457214.22676,1453886.7466
2020,1540357.82889,1510287.17576
2021,1592859.79156,1543799.91607
2022,1632262.13425,1566526.95763
2023,1662793.99745,1583781.51483
2024,1684595.34065,1594613.02254
2025,1710555.6744,1607558.52901
2026,1740685.78923,1623713.12276
2027,1771030.9951,1641293.82051
2028,1792219.24152,1650925.67321
2029,1817597.08634,1663777.73291
2030,1834198.65117,1670143.36942
2031,1863544.79866,1686104.0583
