year,Base case cost,Modeled non-residential ashp
2017,274179.27878,411388.59499
2018,291865.036269,429339.80697
2019,315867.135718,454304.469219
2020,327236.551247,465352.637531
2021,335447.795795,472948.000374
2022,341132.50356,477787.364496
2023,344922.308736,480567.556096
2024,348080.479716,482683.056166
2025,351870.284892,485528.364229
2026,356923.35846,489800.362073
2027,360713.163637,492707.770037
2028,363871.334617,494947.504838
2029,368292.773989,498611.771702
2030,371450.944969,500909.341542
2031,375872.384342,504630.087935
