year,Base case cost,Modeled residential ashp
2017,57857.5669326,126930.782126
2018,61589.6319604,130236.999824
2019,66654.5773552,135122.00069
2020,69053.7620159,136922.389927
2021,70786.506493,137969.016729
2022,71986.0988234,138416.760601
2023,72785.8270436,138420.513899
2024,84308.6970435,149147.038671
2025,85226.6271059,149312.021604
2026,86450.5338557,149848.020376
2027,87368.463918,150054.037812
2028,88133.4056367,150104.726391
2029,89204.3240428,150525.005026
2030,89969.2657614,150613.909962
2031,91040.1841675,151071.509259
