year,Base case cost,Modeled residential ashp
2017,947747.765381,1321930.36549
2018,1021572.57539,1385188.51401
2019,1112144.56937,1461185.80249
2020,1168256.44848,1510374.69648
2021,1204172.7463,1541554.21502
2022,1231924.14322,1566026.30319
2023,1264381.10845,1595932.69497
2024,1286226.27502,1615591.6557
2025,1308251.39634,1635430.5712
2026,1343926.79085,1668191.02461
2027,1377823.39415,1699537.05445
2028,1400613.3232,1720140.77767
2029,1435214.74931,1752191.63032
2030,1484404.4873,1799559.53012
2031,1531927.13148,1844167.2332
