year,Base case cost,Modeled non-residential ashp
2017,895755.880492,1150683.72922
2018,951498.52589,1203321.21231
2019,1028384.93334,1275924.63725
2020,1064905.97687,1310411.2641
2021,1089894.05929,1334007.3772
2022,1107193.50097,1350343.14782
2023,1120648.62227,1363048.74718
2024,1132181.58339,1373939.26092
2025,1143714.5445,1384829.77467
2026,1159091.82599,1399350.45965
2027,1172546.9473,1412056.05902
2028,1184079.90841,1422946.57276
2029,1197535.02972,1435652.17213
2030,1207145.83065,1444727.60024
2031,1222523.11214,1459248.28523
