year,Base case cost,Modeled non-residential ashp
2017,195829.516049,234346.13393
2018,210905.879999,247891.043287
2019,230648.737553,265628.424588
2020,239981.72476,274013.368476
2021,246443.023596,279818.329629
2022,251109.517199,284010.801573
2023,254699.127664,287235.779991
2024,257211.854989,289493.264884
2025,260442.504406,292395.745461
2026,264391.075917,295943.221721
2027,267621.725335,298845.702297
2028,270493.413707,301425.685032
2029,274083.024171,304650.663451
2030,276236.790449,306585.650502
2031,280185.36196,310133.126762
