year,Base case cost,Modeled transmission and interties
2021,435441.43573,2072260.78435
2022,445567.980747,2083090.85731
2023,453357.63076,2090534.48259
2024,458810.385769,2096809.66037
2025,465821.070781,2103863.80315
2026,474389.685795,2113027.71103
2027,481400.370807,2120525.45385
2028,488678.511613,2127839.9314
2029,496484.877614,2136188.63406
2030,501168.697214,2141197.85565
2031,509755.699814,2149936.87661
2032,519452.643961,2160280.84868
2033,528058.034147,2169484.08664
2034,537445.732532,2179078.4787
2035,544081.979432,2186148.16381
2036,553489.737001,2196209.51253
2037,558977.595583,2201632.1768
2038,568385.353153,2211693.52552
2039,575441.17133,2218793.08124
2040,584848.928899,2229300.88579
