year,Base case cost,Modeled residential ashp
2017,195829.516049,225410.944622
2018,210905.879999,237371.592667
2019,230648.737553,253034.346058
2020,239981.72476,260438.556752
2021,246443.023596,265564.548771
2022,251109.517199,269266.654118
2023,254699.127664,272114.427462
2024,257211.854989,274107.868802
2025,260442.504406,276670.864812
2026,264391.075917,279803.41549
2027,267621.725335,282366.411499
2028,270493.413707,284644.630174
2029,274083.024171,287492.403518
2030,276236.790449,289201.067525
2031,280185.36196,292333.618203
