year,Base case cost,Modeled residential ashp
2017,429015.638774,522056.974596
2018,461029.200603,551889.410676
2019,504460.098059,592236.647592
2020,530089.384501,616361.70938
2021,549860.776703,635155.355557
2022,567200.172719,651742.639246
2023,581986.904628,666002.892526
2024,604386.791219,687951.51172
2025,618648.885394,701762.3385
2026,636053.57573,718490.127741
2027,651684.983078,733595.056461
2028,665462.66216,746996.679379
2029,682476.790229,763409.117587
2030,696562.842885,777119.114079
2031,713965.789807,793920.371139
