year,Base case cost,Modeled non-residential ashp
2017,209614.624399,195478.420034
2018,232572.218898,212137.229706
2019,266052.044209,236431.327145
2020,281357.107209,247537.20026
2021,292835.904458,255866.605096
2022,301445.002396,262113.658723
2023,307184.40102,266278.361141
2024,311967.233208,269748.946489
2025,316750.065395,273219.531838
2026,324402.596895,278772.468395
2027,330141.99552,282937.170813
2028,334924.827707,286407.756162
2029,341620.792769,291266.575649
2030,345447.058519,294043.043928
2031,353099.590019,299595.980486
