year,Base case cost,Modeled residential ashp
2017,202301.164556,196120.5045
2018,229304.00023,212885.474652
2019,267857.220011,236508.473881
2020,286197.523185,248023.533374
2021,300924.789077,257631.866505
2022,312912.378276,265780.256133
2023,318870.111392,269178.522869
2024,323834.888989,272010.411816
2025,332099.812219,278142.446396
2026,340123.186329,282753.198665
2027,349580.389966,289650.935921
2028,358134.334282,296071.991587
2029,354616.510091,289568.123286
2030,351390.066242,284635.368516
2031,355495.387569,285328.068003
