year,Base case cost,Modeled non-residential ashp
2017,290864.590301,318393.269073
2018,320678.982862,346656.677994
2019,362082.982862,386076.276229
2020,382784.982862,405594.487237
2021,396039.045422,417958.790882
2022,406804.215422,427938.130684
2023,414252.022862,434735.473653
2024,420048.582862,439953.434005
2025,427496.140301,446767.465308
2026,435776.840301,454391.164156
2027,443224.117741,461221.069111
2028,442243.01316,459662.033664
2029,450372.548039,467157.953768
2030,455251.195479,471537.009836
2031,464199.822918,479835.066548
