year,Base case cost,Modeled non-residential ashp
2017,61940.3378751,156585.648507
2018,66086.3177828,156893.892794
2019,71614.2909931,157975.076988
2020,74252.6418435,157575.16616
2021,76137.1781652,156819.654127
2022,77393.535713,155773.821636
2023,78398.6217512,154635.50214
2024,79152.4362799,153403.75697
2025,80031.8865633,152276.464122
2026,81162.6083563,151318.993427
2027,82167.6943946,150331.676365
2028,82921.5089232,149247.394519
2029,84052.2307162,148396.638515
2030,84680.4094901,147314.740564
2031,85811.1312831,146531.024263
