year,Base case cost,Modeled non-residential ashp
2017,28274.2053982,40882.0747411
2018,30201.9366025,41031.436939
2019,32879.3410529,41569.0118844
2020,34164.4951891,41438.7951264
2021,35021.2646132,41115.3612521
2022,35663.8416813,40703.8473102
2023,36145.7744824,40230.2328485
2024,36520.6111054,39720.5069072
2025,36948.9958175,39253.4462533
2026,37484.4767075,38855.0585535
2027,37966.4095086,38445.8038895
2028,38341.2461317,37998.9293174
2029,38823.1789327,37619.6361116
2030,39144.4674668,37175.6316595
2031,39679.9483569,36851.3010284
