year,Base case cost,Modeled residential ashp
2017,99274.4129148,150569.648994
2018,108477.55845,158310.493077
2019,121361.9622,169147.674793
2020,127672.690567,174455.682165
2021,125709.199059,171823.709992
2022,128967.567842,174538.938236
2023,130972.717862,176209.847924
2024,132727.22413,177671.893902
2025,134983.017903,179551.667301
2026,137489.455429,181640.304412
2027,139745.249202,183520.077811
2028,134554.006164,178036.374482
2029,144006.192995,187070.760899
2030,145510.05551,188323.943165
2031,148267.136788,190621.443987
