year,Base case cost,Modeled residential ashp
2017,46690.19085,112638.045651
2018,50444.6366957,115619.611107
2019,47038.1114955,111553.795669
2020,49147.0692522,112865.685949
2021,50728.7875697,113637.446826
2022,51783.266448,113868.563907
2023,52626.8495507,113895.780861
2024,53259.5368777,113718.607128
2025,54103.1199803,113786.224975
2026,55052.1509709,113985.751232
2027,55790.2861857,113979.483041
2028,45967.4961895,103430.879692
2029,46653.476836,103416.168771
2030,47082.2147401,103141.041634
2031,47939.6905482,103346.802954
