year,Base case cost,Modeled non-residential ashp
2017,15540.8652629,25094.1487582
2018,16790.5353962,26288.3375062
2019,18581.7292539,28047.7342812
2020,19414.8426762,28813.8717822
2021,20039.6777428,29365.8989112
2022,20456.2344539,29703.7609306
2023,20789.4798228,29957.2718789
2024,21039.4138495,30126.3795546
2025,21372.6592184,30384.1896358
2026,21747.5602584,30687.363175
2027,22039.1499561,30905.9840649
2028,22330.7396539,31126.5831564
2029,22663.9850228,31392.4032486
2030,22872.2633784,31530.2424091
2031,23288.8200895,31886.3697328
