year,Base case cost,Modeled non-residential ashp
2017,2303686.97467,3079246.71846
2018,2480853.67914,3234792.78766
2019,2736761.14116,3466619.67534
2020,2854872.27748,3565931.58034
2021,2940174.76482,3633950.56411
2022,3005792.06277,3683322.40412
2023,3051724.17134,3714039.28335
2024,3084532.82032,3732420.45904
2025,3130464.92888,3763766.04073
2026,3182958.76725,3801741.85701
2027,3228890.87581,3833687.01612
2028,3261699.52479,3853267.68389
2029,3314193.36315,3892111.53565
2030,3347002.01213,3912250.60338
2031,3399495.85049,3951639.7676
