year,Base case cost,Modeled residential energy efficiency
2017,4285023.8545,4066192.56896
2018,4510326.66251,4237696.9591
2019,4841443.23389,4496728.39391
2020,4981406.69929,4597376.56988
2021,5064133.55353,4648793.63433
2022,5130239.40977,4688494.16625
2023,5157533.59166,4694281.3403
2024,5178188.8208,4696774.50439
2025,5215887.69499,4713460.91716
2026,5249750.15819,4725002.16455
2027,5286166.40431,4740877.5855
2028,5304868.09224,4742360.74617
2029,5373516.25817,4789370.50551
2030,5403964.46468,4803039.43023
2031,5459840.00957,4837705.5192
2032,5498336.94562,4853652.59564
2033,5527345.15491,4861860.42825
2034,5576897.96366,4889262.86876
2035,5587461.5034,4882510.89767
2036,5648958.15811,4922238.16891
