year,Base case cost,Modeled non-residential ashp
2017,174937.547435,273642.007506
2018,189225.032024,286382.243589
2019,208439.235438,303940.138267
2020,217800.001203,311943.126961
2021,224204.735674,317097.492684
2022,229131.454498,320839.824744
2023,232580.157675,323169.53347
2024,235043.517087,324565.107388
2025,238492.220263,326942.241659
2026,242926.267205,330300.387102
2027,246374.970382,332722.749899
2028,248838.329794,334208.806308
2029,252779.704853,337153.366762
2030,255243.064265,338681.545517
2031,259677.111206,342146.305455
