year,Base case cost,Modeled residential ashp
2017,212891.556777,496611.089144
2018,230278.81801,507455.243182
2019,245583.543665,515666.319397
2020,256612.417491,521025.751964
2021,255469.348119,514712.227344
2022,261083.081667,515454.335747
2023,255998.961506,505795.051018
2024,249601.157748,495050.319434
2025,253263.45959,494328.031109
2026,248557.432281,485197.544468
2027,252086.078302,484523.346241
2028,244962.714375,473416.648552
2029,248842.703176,473201.209672
2030,251267.696177,471812.132982
2031,245568.797056,462117.193301
