year,Base case cost,Modeled non-residential ashp
2017,357131.109659,517419.253767
2018,402731.070169,557877.200963
2019,459535.770951,607688.763638
2020,502120.8695,646982.973666
2021,545215.997567,687815.615875
2022,583354.568041,724103.061555
2023,621930.825413,761650.916265
2024,656965.816776,795657.504964
2025,698043.693284,835501.298278
2026,741225.39484,877243.236105
2027,782445.812924,917435.251526
2028,828634.87581,962595.911749
2029,874242.341322,1006763.61353
2030,918696.317375,1050600.54799
2031,965855.959824,1096320.42671
