year,Base case cost,Modeled transmission and interties
2021,856427.323297,2180602.24684
2022,883123.943037,2209583.4621
2023,902022.151796,2228660.14363
2024,918878.556918,2246929.0204
2025,937990.909685,2267659.16889
2026,963106.73025,2293466.99321
2027,983002.790605,2313588.25552
2028,1003023.7683,2333834.15271
2029,1025883.64122,2358613.74118
2030,1040716.08803,2373201.43856
2031,1067150.97621,2400380.72542
2032,1093184.34436,2427123.86465
2033,1116627.16486,2454001.86059
2034,1146366.41406,2483262.21769
2035,1165196.2157,2503623.58821
2036,1192523.37058,2531723.48649
2037,1211626.80068,2552375.97755
2038,1239298.96535,2582345.13989
2039,1264332.9948,2606406.47753
2040,1295892.46806,2640573.07495
