year,annotation,consumption,consumption residential,consumption non-residential
2003,,973167.0,542637.0,430530.0
2004,,1132421.0,576217.0,556204.0
2005,,1466252.0,549197.0,917055.0
2006,,1539681.0,583099.0,956582.0
2007,,1614119.0,602422.0,1011697.0
2008,,1673603.0,632452.0,1041151.0
2009,,1700771.0,601483.0,1099288.0
2010,,1630882.0,601767.0,1029115.0
2011,,1678311.0,601018.0,1077293.0
2012,,1569281.0,588446.0,980835.0
2013,,1587655.0,565822.0,1021833.0
2014,start of forecast,1627396.0,600742.0,1026654.0
2015,,1631546.0,604893.0,1026654.0
2016,,1635955.0,609301.0,1026654.0
2017,,1640617.0,613964.0,1026654.0
2018,,1645527.0,618873.0,1026654.0
2019,,1650683.0,624029.0,1026654.0
2020,,1656037.0,629383.0,1026654.0
2021,,1661577.0,634923.0,1026654.0
2022,,1667317.0,640663.0,1026654.0
2023,,1673258.0,646604.0,1026654.0
2024,,1679367.0,652714.0,1026654.0
2025,,1685609.0,658955.0,1026654.0
2026,,1691939.0,665285.0,1026654.0
2027,,1698376.0,671722.0,1026654.0
2028,,1704891.0,678238.0,1026654.0
2029,,1711573.0,684920.0,1026654.0
2030,,1718347.0,691693.0,1026654.0
2031,,1725209.0,698555.0,1026654.0
2032,,1732122.0,705469.0,1026654.0
2033,,1739129.0,712475.0,1026654.0
2034,,1746257.0,719603.0,1026654.0
2035,,1753512.0,726858.0,1026654.0
2036,,1760919.0,734266.0,1026654.0
2037,,1768481.0,741827.0,1026654.0
2038,,1776179.0,749525.0,1026654.0
2039,,1783969.0,757315.0,1026654.0
2040,,1791876.0,765223.0,1026654.0
