year,annotation,consumption,consumption residential,consumption non-residential
2003,,20730681.0,6975405.0,13755276.0
2004,,20793612.0,7104564.0,13689048.0
2005,,21554145.0,7221758.0,14332387.0
2006,,21028065.0,7218493.0,13809572.0
2007,,20555319.0,6949384.0,13605935.0
2008,,20381581.0,7737556.0,12644025.0
2009,,20815669.0,7599169.0,13216500.0
2010,,19280523.0,7407838.0,11872685.0
2011,,20932724.0,7388813.0,13543911.0
2012,,21156733.0,7618573.0,13538160.0
2013,,20363499.0,7190983.0,13172516.0
2014,,19932256.0,7037194.0,12895062.0
2015,,19889201.0,7096837.0,12792364.0
2016,start of forecast,20276359.0,7323045.0,12953314.0
2017,,20277773.0,7324459.0,12953314.0
2018,,20275445.0,7322131.0,12953314.0
2019,,20266906.0,7313592.0,12953314.0
2020,,20260611.0,7307297.0,12953314.0
2021,,20259086.0,7305772.0,12953314.0
2022,,20260307.0,7306993.0,12953314.0
2023,,20259481.0,7306167.0,12953314.0
2024,,20258600.0,7305286.0,12953314.0
2025,,20257102.0,7303788.0,12953314.0
2026,,20251424.0,7298110.0,12953314.0
2027,,20241579.0,7288265.0,12953314.0
2028,,20227854.0,7274540.0,12953314.0
2029,,20227555.0,7274241.0,12953314.0
2030,,20225197.0,7271883.0,12953314.0
2031,,20219042.0,7265728.0,12953314.0
2032,,20216178.0,7262864.0,12953314.0
2033,,20210857.0,7257543.0,12953314.0
2034,,20207913.0,7254599.0,12953314.0
2035,,20194296.0,7240982.0,12953314.0
2036,,20188823.0,7235509.0,12953314.0
2037,,20185612.0,7232298.0,12953314.0
2038,,20183718.0,7230404.0,12953314.0
2039,,20173847.0,7220533.0,12953314.0
2040,,20166454.0,7213140.0,12953314.0
